Year,Rank,Player,Position,Team,Level,ETA,Current Age,Height/Weight,Bats,Throws
2011,1,Mike Trout,OF,Los Angeles Angels,MLB,,33,N/A,R,R
2011,2,Jeremy Hellickson,P,Washington Nationals,MLB,,37,N/A,R,R
2011,3,Bryce Harper,OF,Philadelphia Phillies,MLB,,32,N/A,L,R
2011,4,Domonic Brown,LF,-,-,,37,N/A,L,L
2011,5,Dustin Ackley,2B,Seattle Mariners,MLB,,36,N/A,L,R
2011,6,Aroldis Chapman,P,Boston Red Sox,MLB,,36,N/A,L,L
2011,7,Mike Moustakas,3B,Chicago White Sox,MLB,,36,N/A,L,R
2011,8,Eric Hosmer,1B,Chicago Cubs,MLB,,35,N/A,L,L
2011,9,Jesus Montero,C,-,-,,35,N/A,R,R
2011,10,Julio Teheran,RHP,-,-,,34,N/A,R,R
2011,11,Desmond Jennings,CF,-,-,,38,N/A,R,R
2011,12,Kyle Drabek,P,-,-,,37,N/A,R,R
2011,13,Michael Pineda,P,Detroit Tigers,MLB,,36,N/A,R,R
2011,14,Mike Montgomery,LHP,Los Angeles Dodgers,AAA,,35,N/A,L,L
2011,15,Jacob Turner,RHP,Detroit Tigers,AAA,,33,N/A,R,R
2011,16,Wil Myers,OF,Cincinnati Reds,MLB,,34,N/A,R,R
2011,17,Freddie Freeman,1B,Los Angeles Dodgers,MLB,,35,N/A,L,R
2011,18,Jameson Taillon,RHP,Chicago Cubs,MLB,,33,N/A,R,R
2011,19,Zack Britton,P,New York Yankees,MLB,,37,N/A,L,L
2011,20,Shelby Miller,RHP,Detroit Tigers,MLB,,34,N/A,R,R
2011,21,Mike Minor,P,Cincinnati Reds,MLB,,37,N/A,R,L
2011,22,Casey Kelly,RHP,Cincinnati Reds,AAA,,35,N/A,R,R
2011,23,Martín Pérez,LHP,Chicago White Sox,MLB,,33,N/A,L,L
2011,24,Manny Machado,SS,San Diego Padres,MLB,,32,N/A,R,R
2011,25,Chris Sale,P,Atlanta Braves,MLB,,35,N/A,L,L
2011,26,Brandon Belt,DH,Toronto Blue Jays,MLB,,36,N/A,L,L
2011,27,Matt Moore,LHP,Los Angeles Angels,MLB,,35,N/A,L,L
2011,28,Brett Lawrie,3B,Chicago White Sox,MLB,,35,N/A,R,R
2011,29,Jarrod Parker,RHP,Milwaukee Brewers,AAA,,36,N/A,R,R
2011,30,Jon Singleton,1B,Houston Astros,MLB,,33,N/A,L,L
2011,31,Jordan Lyles,P,Los Angeles Dodgers,AAA,,34,N/A,R,R
2011,32,Gary Sánchez,C,Baltimore Orioles,MLB,,32,N/A,R,R
2011,33,Tyler Matzek,LHP,Atlanta Braves,AAA,,34,N/A,L,L
2011,34,John Lamb,LHP,Los Angeles Angels,AAA,,34,N/A,L,L
2011,35,Manny Banuelos,LHP,-,-,,33,N/A,R,L
2011,36,Lonnie Chisenhall,3B,Pittsburgh Pirates,MLB,,36,N/A,L,R
2011,37,Jake Odorizzi,RHP,Tampa Bay Rays,AAA,,34,N/A,R,R
2011,38,Nick Franklin,SS,-,-,,33,N/A,S,R
2011,39,Aaron Hicks,OF,Los Angeles Angels,MLB,,35,N/A,S,R
2011,40,Kyle Gibson,RHP,St. Louis Cardinals,MLB,,37,N/A,R,R
2011,41,Wilin Rosario,C,-,-,,35,N/A,R,R
2011,42,Jose Iglesias,SS,New York Mets,MLB,,35,N/A,R,R
2011,43,Tanner Scheppers,RHP,-,-,,38,N/A,R,R
2011,44,Dee Strange-Gordon,2B,Washington Nationals,AAA,,36,N/A,L,R
2011,45,Devin Mesoraco,C,New York Mets,AAA,,36,N/A,R,R
2011,46,Brett Jackson,OF,San Francisco Giants,AAA,,36,N/A,L,R
2011,47,Chris Archer,RHP,Minnesota Twins,MLB,,36,N/A,R,R
2011,48,J.P. Arencibia,C,Tampa Bay Rays,AAA,,39,N/A,R,R
2011,49,Yonder Alonso,1B,San Diego Padres,AAA,,37,N/A,L,R
2011,50,Christian Friedrich,LHP,-,-,,37,N/A,R,L
2012,1,Matt Moore,LHP,Los Angeles Angels,MLB,,35,N/A,L,L
2012,2,Bryce Harper,OF,Philadelphia Phillies,MLB,,32,N/A,L,R
2012,3,Mike Trout,OF,Los Angeles Angels,MLB,,33,N/A,R,R
2012,4,Julio Teheran,RHP,-,-,,34,N/A,R,R
2012,5,Shelby Miller,RHP,Detroit Tigers,MLB,,34,N/A,R,R
2012,6,Manny Machado,SS,San Diego Padres,MLB,,32,N/A,R,R
2012,7,Jurickson Profar,SS,Atlanta Braves,MLB,,31,N/A,S,R
2012,8,Jameson Taillon,RHP,Chicago Cubs,MLB,,33,N/A,R,R
2012,9,Trevor Bauer,RHP,-,-,,34,N/A,R,R
2012,10,Dylan Bundy,RHP,New York Mets,AAA,,32,N/A,S,R
2012,11,Gerrit Cole,RHP,New York Yankees,MLB,,34,N/A,R,R
2012,12,Jesus Montero,C,-,-,,35,N/A,R,R
2012,13,Manny Banuelos,LHP,-,-,,33,N/A,R,L
2012,14,Devin Mesoraco,C,New York Mets,AAA,,36,N/A,R,R
2012,15,Jacob Turner,RHP,Detroit Tigers,AAA,,33,N/A,R,R
2012,16,Danny Hultzen,LHP,Chicago Cubs,AAA,,35,N/A,L,L
2012,17,Bubba Starling,OF,Kansas City Royals,AAA,,32,N/A,R,R
2012,18,Taijuan Walker,RHP,Philadelphia Phillies,MLB,,32,N/A,R,R
2012,19,Wil Myers,OF,Cincinnati Reds,MLB,,34,N/A,R,R
2012,20,Archie Bradley,RHP,Miami Marlins,AAA,,32,N/A,R,R
2012,21,Tyler Skaggs,LHP,Los Angeles Angels,MLB,,27,N/A,L,L
2012,22,Nolan Arenado,3B,St. Louis Cardinals,MLB,,33,N/A,R,R
2012,23,Miguel Sanó,3B,-,-,,31,N/A,R,R
2012,24,Drew Pomeranz,LHP,Seattle Mariners,AAA,,36,N/A,R,L
2012,25,Travis d'Arnaud,C,Los Angeles Angels,MLB,,35,N/A,R,R
2012,26,Jarrod Parker,RHP,Milwaukee Brewers,AAA,,36,N/A,R,R
2012,27,Anthony Rendon,3B,Los Angeles Angels,MLB,,34,N/A,R,R
2012,28,Zack Wheeler,RHP,Philadelphia Phillies,MLB,,34,N/A,L,R
2012,29,Martín Pérez,LHP,Chicago White Sox,MLB,,33,N/A,L,L
2012,30,Carlos Martinez,RHP,-,-,,33,N/A,R,R
2012,31,Mike Montgomery,LHP,Los Angeles Dodgers,AAA,,35,N/A,L,L
2012,32,Francisco Lindor,SS,New York Mets,MLB,,31,N/A,S,R
2012,33,Brett Jackson,OF,San Francisco Giants,AAA,,36,N/A,L,R
2012,34,Billy Hamilton,OF,-,-,,34,N/A,S,R
2012,35,Christian Yelich,OF,Milwaukee Brewers,MLB,,33,N/A,L,R
2012,36,Arodys Vizcaíno,RHP,-,-,,34,N/A,R,R
2012,37,Anthony Rizzo,1B,New York Yankees,MLB,,35,N/A,L,L
2012,38,Matt Harvey,RHP,Baltimore Orioles,AAA,,35,N/A,R,R
2012,39,Yonder Alonso,1B,San Diego Padres,AAA,,37,N/A,L,R
2012,40,Starling Marte,OF,New York Mets,MLB,,36,N/A,R,R
2012,41,Dellin Betances,RHP,Los Angeles Dodgers,AAA,,36,N/A,R,R
2012,42,Randall Delgado,RHP,-,-,,34,N/A,R,R
2012,43,Mike Olt,3B,-,-,,36,N/A,R,R
2012,44,Jon Singleton,1B,Houston Astros,MLB,,33,N/A,L,L
2012,45,Zach Lee,RHP,Colorado Rockies,AAA,,33,N/A,R,R
2012,46,Hak-Ju Lee,SS,San Francisco Giants,AAA,,34,N/A,L,R
2012,47,Jake Odorizzi,RHP,Tampa Bay Rays,AAA,,34,N/A,R,R
2012,48,Gary Brown,OF,-,-,,36,N/A,R,R
2012,49,Wily Peralta,RHP,-,-,,35,N/A,R,R
2012,50,Casey Kelly,RHP,Cincinnati Reds,AAA,,35,N/A,R,R
2012,51,Nick Castellanos,3B,Philadelphia Phillies,MLB,,32,N/A,R,R
2012,52,Nick Franklin,SS,-,-,,33,N/A,S,R
2012,53,Gary Sánchez,C,Baltimore Orioles,MLB,,32,N/A,R,R
2012,54,Trevor May,RHP,Athletics,MLB,,35,N/A,R,R
2012,55,Jean Segura,SS,-,-,,34,N/A,R,R
2012,56,Will Middlebrooks,3B,Philadelphia Phillies,A,,36,N/A,R,R
2012,57,Anthony Gose,OF,New York Mets,AAA,,34,N/A,L,L
2012,58,Jake Marisnick,OF,Los Angeles Angels,AAA,,33,N/A,R,R
2012,59,Michael Choice,OF,-,-,,35,N/A,R,R
2012,60,Rymer Liriano,OF,-,-,,33,N/A,R,R
2012,61,Jarred Cosart,RHP,San Diego Padres,AAA,,34,N/A,R,R
2012,62,Javier Báez,SS,Detroit Tigers,MLB,,32,N/A,R,R
2012,63,Wilin Rosario,C,-,-,,35,N/A,R,R
2012,64,Bryce Brentz,OF,-,-,,36,N/A,R,R
2012,65,Andrelton Simmons,SS,Chicago Cubs,MLB,,35,N/A,R,R
2012,66,Chad Bettis,RHP,New York Yankees,AAA,,35,N/A,R,R
2012,67,Garrett Richards,RHP,Texas Rangers,MLB,,36,N/A,R,R
2012,68,Yasmani Grandal,C,Pittsburgh Pirates,MLB,,36,N/A,S,R
2012,69,Josh Bell,1B/OF,Washington Nationals,MLB,,32,N/A,S,R
2012,70,Nathan Eovaldi,P,Texas Rangers,MLB,,34,N/A,R,R
2012,71,Jedd Gyorko,2B/3B,Milwaukee Brewers,MLB,,36,N/A,R,R
2012,72,Aaron Hicks,OF,Los Angeles Angels,MLB,,35,N/A,S,R
2012,73,Mason Williams,OF,New York Mets,AAA,,33,N/A,L,R
2012,74,Chris Archer,RHP,Minnesota Twins,MLB,,36,N/A,R,R
2012,75,Brad Peacock,RHP,Minnesota Twins,AAA,,37,N/A,R,R
2012,76,Xander Bogaerts,SS,San Diego Padres,MLB,,32,N/A,R,R
2012,77,James Paxton,LHP,Boston Red Sox,MLB,,36,N/A,L,L
2012,78,Jesse Biddle,LHP,Arizona Diamondbacks,AAA,,33,N/A,L,L
2012,79,Allen Webster,RHP,Washington Nationals,AA,,34,N/A,R,R
2012,80,Brody Colvin,RHP,Philadelphia Phillies,A,,34,N/A,R,R
2012,81,Cory Spangenberg,2B/OF/3B,St. Louis Cardinals,AAA,,33,N/A,L,R
2012,82,Drew Smyly,LHP,Chicago Cubs,MLB,,35,N/A,L,L
2012,83,Alex Meyer,RHP,Los Angeles Angels,AAA,,35,N/A,R,R
2012,84,George Springer,OF,Toronto Blue Jays,MLB,,35,N/A,R,R
2012,85,Sonny Gray,RHP,St. Louis Cardinals,MLB,,35,N/A,R,R
2012,86,Sammy Solís,LHP,-,-,,36,N/A,R,L
2012,87,Matt Dominguez,3B,Boston Red Sox,AAA,,35,N/A,R,R
2012,88,A.J. Cole,RHP,-,-,,33,N/A,R,R
2012,89,Leonys Martin,OF,-,-,,36,N/A,L,R
2012,90,Jeurys Familia,RHP,-,-,,35,N/A,R,R
2012,91,Christian Bethancourt,C,Toronto Blue Jays,AAA,,33,N/A,R,R
2012,92,Tim Beckham,SS/2B,Minnesota Twins,AAA,,35,N/A,R,R
2012,93,Ryan Lavarnway,C,-,-,,37,N/A,R,R
2012,94,Grant Green,2B,-,-,,37,N/A,R,R
2012,95,Noah Syndergaard,RHP,Cleveland Guardians,MLB,,32,N/A,L,R
2012,96,Mikie Mahtook,OF,Chicago White Sox,AAA,,35,N/A,R,R
2012,97,Jed Bradley,LHP,-,-,,34,N/A,L,L
2012,98,Francisco Peguero,OF,-,-,,36,N/A,R,R
2012,99,Taylor Guerrieri,RHP,Philadelphia Phillies,AAA,,32,N/A,R,R
2012,100,Addison Reed,RHP,Minnesota Twins,MLB,,36,N/A,L,R
2013,1,Jurickson Profar,SS,Atlanta Braves,MLB,,31,N/A,S,R
2013,2,Dylan Bundy,RHP,New York Mets,AAA,,32,N/A,S,R
2013,3,Oscar Taveras,OF,St. Louis Cardinals,MLB,,22,N/A,L,L
2013,4,Wil Myers,OF,Cincinnati Reds,MLB,,34,N/A,R,R
2013,5,Taijuan Walker,RHP,Philadelphia Phillies,MLB,,32,N/A,R,R
2013,6,Travis d'Arnaud,C,Los Angeles Angels,MLB,,35,N/A,R,R
2013,7,José Fernández,RHP,Miami Marlins,MLB,,24,N/A,R,R
2013,8,Zack Wheeler,RHP,Philadelphia Phillies,MLB,,34,N/A,L,R
2013,9,Gerrit Cole,RHP,New York Yankees,MLB,,34,N/A,R,R
2013,10,Tyler Skaggs,LHP,Los Angeles Angels,MLB,,27,N/A,L,L
2013,11,Billy Hamilton,OF,-,-,,34,N/A,S,R
2013,12,Miguel Sanó,3B,-,-,,31,N/A,R,R
2013,13,Christian Yelich,OF,Milwaukee Brewers,MLB,,33,N/A,L,R
2013,14,Francisco Lindor,SS,New York Mets,MLB,,31,N/A,S,R
2013,15,Jameson Taillon,RHP,Chicago Cubs,MLB,,33,N/A,R,R
2013,16,Javier Báez,SS,Detroit Tigers,MLB,,32,N/A,R,R
2013,17,Trevor Bauer,RHP,-,-,,34,N/A,R,R
2013,18,Danny Hultzen,LHP,Chicago Cubs,AAA,,35,N/A,L,L
2013,19,Byron Buxton,OF,Minnesota Twins,MLB,,31,N/A,R,R
2013,20,Xander Bogaerts,SS,San Diego Padres,MLB,,32,N/A,R,R
2013,21,Nick Castellanos,3B,Philadelphia Phillies,MLB,,32,N/A,R,R
2013,22,Mike Olt,3B,-,-,,36,N/A,R,R
2013,23,Mike Zunino,C,Cleveland Guardians,MLB,,33,N/A,R,R
2013,24,Archie Bradley,RHP,Miami Marlins,AAA,,32,N/A,R,R
2013,25,Shelby Miller,RHP,Detroit Tigers,MLB,,34,N/A,R,R
2013,26,Bubba Starling,OF,Kansas City Royals,AAA,,32,N/A,R,R
2013,27,Jon Singleton,1B,Houston Astros,MLB,,33,N/A,L,L
2013,28,Anthony Rendon,3B,Los Angeles Angels,MLB,,34,N/A,R,R
2013,29,Noah Syndergaard,RHP,Cleveland Guardians,MLB,,32,N/A,L,R
2013,30,Carlos Correa,SS,Minnesota Twins,MLB,,30,N/A,R,R
2013,31,Julio Teheran,RHP,-,-,,34,N/A,R,R
2013,32,Jackie Bradley Jr.,OF,New York Mets,AAA,,34,N/A,L,R
2013,33,Carlos Martinez,RHP,-,-,,33,N/A,R,R
2013,34,Kyle Zimmer,RHP,Cincinnati Reds,AAA,,33,N/A,R,R
2013,35,Aaron Sanchez,RHP,Toronto Blue Jays,AAA,,32,N/A,R,R
2013,36,Gary Sánchez,C,Baltimore Orioles,MLB,,32,N/A,R,R
2013,37,Kevin Gausman,RHP,Toronto Blue Jays,MLB,,34,N/A,L,R
2013,38,Matt Barnes,RHP,Washington Nationals,AAA,,34,N/A,R,R
2013,39,Albert Almora Jr.,OF,Arizona Diamondbacks,AAA,,30,N/A,R,R
2013,40,Alex Meyer,RHP,Los Angeles Angels,AAA,,35,N/A,R,R
2013,41,Mason Williams,OF,New York Mets,AAA,,33,N/A,L,R
2013,42,Jorge Soler,OF,Los Angeles Angels,MLB,,32,N/A,R,R
2013,43,Trevor Rosenthal,RHP,Detroit Tigers,AAA,,34,N/A,R,R
2013,44,Taylor Guerrieri,RHP,Philadelphia Phillies,AAA,,32,N/A,R,R
2013,45,Jake Odorizzi,RHP,Tampa Bay Rays,AAA,,34,N/A,R,R
2013,46,Chris Archer,RHP,Minnesota Twins,MLB,,36,N/A,R,R
2013,47,Nick Franklin,SS,-,-,,33,N/A,S,R
2013,48,Addison Russell,SS,-,-,,31,N/A,R,R
2013,49,Kyle Gibson,RHP,St. Louis Cardinals,MLB,,37,N/A,R,R
2013,50,Jedd Gyorko,2B/3B,Milwaukee Brewers,MLB,,36,N/A,R,R
2013,51,Robert Stephenson,RHP,Los Angeles Angels,MLB,,31,N/A,R,R
2013,52,Brian Goodwin,OF,-,-,,34,N/A,L,R
2013,53,Max Fried,LHP,New York Yankees,MLB,,31,N/A,L,L
2013,54,Alen Hanson,2B/OF,-,-,,32,N/A,S,R
2013,55,Rymer Liriano,OF,-,-,,33,N/A,R,R
2013,56,Hak-Ju Lee,SS,San Francisco Giants,AAA,,34,N/A,L,R
2013,57,George Springer,OF,Toronto Blue Jays,MLB,,35,N/A,R,R
2013,58,David Dahl,OF,Philadelphia Phillies,AAA,,30,N/A,L,R
2013,59,Yordano Ventura,RHP,Kansas City Royals,MLB,,25,N/A,R,R
2013,60,Jesse Biddle,LHP,Arizona Diamondbacks,AAA,,33,N/A,L,L
2013,61,James Paxton,LHP,Boston Red Sox,MLB,,36,N/A,L,L
2013,62,Nolan Arenado,3B,St. Louis Cardinals,MLB,,33,N/A,R,R
2013,63,Didi Gregorius,SS,-,-,,34,N/A,L,R
2013,64,Wily Peralta,RHP,-,-,,35,N/A,R,R
2013,65,Gregory Polanco,OF,Toronto Blue Jays,AAA,,33,N/A,L,L
2013,66,Tony Cingrani,LHP,Chicago Cubs,AAA,,35,N/A,L,L
2013,67,Kaleb Cowart,INF,New York Yankees,A+,,32,N/A,S,R
2013,68,Courtney Hawkins,OF,-,-,,31,N/A,R,R
2013,69,Casey Kelly,RHP,Cincinnati Reds,AAA,,35,N/A,R,R
2013,70,Jake Marisnick,OF,Los Angeles Angels,AAA,,33,N/A,R,R
2013,71,Allen Webster,RHP,Washington Nationals,AA,,34,N/A,R,R
2013,72,Justin Nicolino,LHP,-,-,,33,N/A,L,L
2013,73,Austin Hedges,C,Cleveland Guardians,MLB,,32,N/A,R,R
2013,74,Lucas Giolito,RHP,Boston Red Sox,MLB,,30,N/A,R,R
2013,75,Tyler Austin,1B,San Diego Padres,AA,,33,N/A,R,R
2013,76,Yasiel Puig,OF,-,-,,34,N/A,R,R
2013,77,Matt Davidson,3B,Athletics,AAA,,33,N/A,R,R
2013,78,Zach Lee,RHP,Colorado Rockies,AAA,,33,N/A,R,R
2013,79,Kolten Wong,2B,Arizona Diamondbacks,AAA,,34,N/A,L,R
2013,80,Ethan Martin,RHP,Atlanta Braves,AAA,,35,N/A,R,R
2013,81,Andrew Heaney,LHP,Texas Rangers,MLB,,33,N/A,L,L
2013,82,Adeiny Hechavarría,SS,-,-,,35,N/A,R,R
2013,83,Michael Wacha,RHP,Kansas City Royals,MLB,,33,N/A,R,R
2013,84,Luis Sardinas,SS,-,-,,31,N/A,S,R
2013,85,Joc Pederson,OF,Texas Rangers,MLB,,32,N/A,L,L
2013,86,Kyle Crick,RHP,New York Mets,AAA,,32,N/A,L,R
2013,87,Cody Buckel,RHP,Los Angeles Angels,AA,,32,N/A,R,R
2013,88,Jorge Alfaro,C,Milwaukee Brewers,AAA,,31,N/A,R,R
2013,89,Jarred Cosart,RHP,San Diego Padres,AAA,,34,N/A,R,R
2013,90,Roberto Osuna,RHP,-,-,,30,N/A,R,R
2013,91,A.J. Cole,RHP,-,-,,33,N/A,R,R
2013,92,Bruce Rondón,RHP,-,-,,34,N/A,R,R
2013,93,Orlando Arcia,SS,Atlanta Braves,MLB,,30,N/A,R,R
2013,94,Henry Owens,LHP,-,-,,45,N/A,R,R
2013,95,Martín Pérez,LHP,Chicago White Sox,MLB,,33,N/A,L,L
2013,96,Jose Iglesias,SS,New York Mets,MLB,,35,N/A,R,R
2013,97,Adam Eaton,OF,-,-,,47,N/A,R,R
2013,98,Aaron Hicks,OF,Los Angeles Angels,MLB,,35,N/A,S,R
2013,99,Trevor Story,INF,Boston Red Sox,MLB,,32,N/A,R,R
2013,100,Gary Brown,OF,-,-,,36,N/A,R,R
2014,1,Byron Buxton,OF,Minnesota Twins,MLB,,31,N/A,R,R
2014,2,Xander Bogaerts,SS,San Diego Padres,MLB,,32,N/A,R,R
2014,3,Oscar Taveras,OF,St. Louis Cardinals,MLB,,22,N/A,L,L
2014,4,Miguel Sanó,3B,-,-,,31,N/A,R,R
2014,5,Archie Bradley,RHP,Miami Marlins,AAA,,32,N/A,R,R
2014,6,Taijuan Walker,RHP,Philadelphia Phillies,MLB,,32,N/A,R,R
2014,7,Javier Báez,SS,Detroit Tigers,MLB,,32,N/A,R,R
2014,8,Carlos Correa,SS,Minnesota Twins,MLB,,30,N/A,R,R
2014,9,Kris Bryant,3B,Colorado Rockies,MLB,,33,N/A,R,R
2014,10,Francisco Lindor,SS,New York Mets,MLB,,31,N/A,S,R
2014,11,Noah Syndergaard,RHP,Cleveland Guardians,MLB,,32,N/A,L,R
2014,12,Addison Russell,SS,-,-,,31,N/A,R,R
2014,13,Gregory Polanco,OF,Toronto Blue Jays,AAA,,33,N/A,L,L
2014,14,Jon Gray,RHP,Texas Rangers,MLB,,33,N/A,R,R
2014,15,Nick Castellanos,3B,Philadelphia Phillies,MLB,,32,N/A,R,R
2014,16,Jameson Taillon,RHP,Chicago Cubs,MLB,,33,N/A,R,R
2014,17,Mark Appel,RHP,Philadelphia Phillies,AAA,,33,N/A,R,R
2014,18,Albert Almora Jr.,OF,Arizona Diamondbacks,AAA,,30,N/A,R,R
2014,19,Robert Stephenson,RHP,Los Angeles Angels,MLB,,31,N/A,R,R
2014,20,Dylan Bundy,RHP,New York Mets,AAA,,32,N/A,S,R
2014,21,George Springer,OF,Toronto Blue Jays,MLB,,35,N/A,R,R
2014,22,Travis d'Arnaud,C,Los Angeles Angels,MLB,,35,N/A,R,R
2014,23,Aaron Sanchez,RHP,Toronto Blue Jays,AAA,,32,N/A,R,R
2014,24,Austin Hedges,C,Cleveland Guardians,MLB,,32,N/A,R,R
2014,25,Kyle Zimmer,RHP,Cincinnati Reds,AAA,,33,N/A,R,R
2014,26,Maikel Franco,3B/1B,-,-,,32,N/A,R,R
2014,27,Tyler Glasnow,RHP,Los Angeles Dodgers,MLB,,31,N/A,L,R
2014,28,Alex Meyer,RHP,Los Angeles Angels,AAA,,35,N/A,R,R
2014,29,Andrew Heaney,LHP,Texas Rangers,MLB,,33,N/A,L,L
2014,30,Henry Owens,LHP,-,-,,45,N/A,R,R
