Year,Rank,Player,Position,Team,Level,ETA,Current Age,Height/Weight,Bats,Throws
2022,38,Orelvis Martinez,2B/3B,Toronto Blue Jays,MLB,,23,N/A,R,R
2022,39,Cade Cavalli,RHP,Washington Nationals,MLB,,26,N/A,R,R
2022,40,Jackson Jobe,RHP,Detroit Tigers,MLB,,22,N/A,R,R
2022,41,Eury Pérez,RHP,Miami Marlins,MLB,,21,N/A,R,R
2022,42,Nick Lodolo,LHP,Cincinnati Reds,MLB,,27,N/A,L,L
2022,43,Matthew Liberatore,LHP,St. Louis Cardinals,MLB,,25,N/A,L,L
2022,44,Luis Campusano,C,San Diego Padres,MLB,,26,N/A,R,R
2022,45,Bryson Stott,SS,Philadelphia Phillies,MLB,,27,N/A,L,R
2022,46,Royce Lewis,SS,Minnesota Twins,MLB,,25,N/A,R,R
2022,47,George Valera,OF,Cleveland Guardians,AAA,,24,N/A,L,L
2022,48,Cole Winn,RHP,Texas Rangers,MLB,,25,N/A,R,R
2022,49,Brady House,3B,Washington Nationals,AAA,,21,N/A,R,R
2022,50,Josh Lowe,OF,Tampa Bay Rays,MLB,,27,N/A,L,R
2022,51,MJ Melendez,C,Kansas City Royals,MLB,,26,N/A,L,R
2022,52,Austin Martin,SS/OF/2B,Minnesota Twins,MLB,,25,N/A,R,R
2022,53,Daniel Espino,RHP,Cleveland Guardians,MLB,,24,N/A,R,R
2022,54,Quinn Priester,RHP,Boston Red Sox,MLB,,24,N/A,R,R
2022,55,Nick Yorke,2B/OF,Pittsburgh Pirates,MLB,,22,N/A,R,R
2022,56,Tyler Soderstrom,C/1B,Athletics,MLB,,23,N/A,L,R
2022,57,Bobby Miller,RHP,Los Angeles Dodgers,MLB,,25,N/A,L,R
2022,58,Sixto Sánchez,RHP,Miami Marlins,AAA,,26,N/A,R,R
2022,59,Shea Langeliers,C,Athletics,MLB,,27,N/A,R,R
2022,60,Oswald Peraza,SS/2B,New York Yankees,MLB,,24,N/A,R,R
2022,61,Jasson Domínguez,OF,New York Yankees,MLB,,22,N/A,S,R
2022,62,Nick Pratto,1B,Kansas City Royals,MLB,,26,N/A,L,L
2022,63,Luis Matos,OF,San Francisco Giants,MLB,,23,N/A,R,R
2022,64,Gunnar Henderson,3B/SS,Baltimore Orioles,MLB,,23,N/A,L,R
2022,65,Michael Harris II,OF,Atlanta Braves,MLB,,23,N/A,L,L
2022,66,Colton Cowser,OF,Baltimore Orioles,MLB,,24,N/A,L,R
2022,67,Michael Busch,INF,Chicago Cubs,MLB,,27,N/A,L,R
2022,68,Andy Pages,OF,Los Angeles Dodgers,MLB,,24,N/A,R,R
2022,69,JJ Bleday,OF,Athletics,MLB,,27,N/A,L,L
2022,70,Sal Frelick,OF,Milwaukee Brewers,MLB,,24,N/A,L,R
2022,71,Roansy Contreras,RHP,Baltimore Orioles,MLB,,25,N/A,R,R
2022,72,Asa Lacy,LHP,Kansas City Royals,AA,,25,N/A,L,L
2022,73,Gabriel Arias,INF,Cleveland Guardians,MLB,,24,N/A,R,R
2022,74,Taj Bradley,RHP,Tampa Bay Rays,MLB,,23,N/A,R,R
2022,75,Kyle Harrison,LHP,San Francisco Giants,MLB,,23,N/A,R,L
2022,76,Elly De La Cruz,SS/3B,Cincinnati Reds,MLB,,23,N/A,S,R
2022,77,Vidal Bruján,OF/2B/SS,Chicago Cubs,MLB,,26,N/A,S,R
2022,78,Ronny Mauricio,2B/SS/OF,New York Mets,MLB,,23,N/A,S,R
2022,79,Liover Peguero,SS,Pittsburgh Pirates,MLB,,24,N/A,R,R
2022,80,Jordan Groshans,3B/SS,Kansas City Royals,AAA,,25,N/A,R,R
2022,81,Mick Abel,RHP,Philadelphia Phillies,MLB,,23,N/A,R,R
2022,82,Emerson Hancock,RHP,Seattle Mariners,MLB,,25,N/A,R,R
2022,83,Ezequiel Duran,INF,Texas Rangers,MLB,,25,N/A,R,R
2022,84,Brayan Rocchio,SS/2B,Cleveland Guardians,MLB,,24,N/A,S,R
2022,85,Jarren Duran,OF,Boston Red Sox,MLB,,28,N/A,L,R
2022,86,MacKenzie Gore,LHP,Washington Nationals,MLB,,25,N/A,L,L
2022,87,Matt McLain,SS/2B,Cincinnati Reds,MLB,,25,N/A,R,R
2022,88,Tyler Freeman,SS/2B,Cleveland Guardians,MLB,,25,N/A,R,R
2022,89,Justin Foscue,2B/3B/1B,Texas Rangers,MLB,,25,N/A,R,R
2022,90,DL Hall,LHP,Milwaukee Brewers,MLB,,26,N/A,L,L
2022,91,Greg Jones,OF/SS,Colorado Rockies,MLB,,26,N/A,S,R
2022,92,Cristian Hernandez,SS/2B,Chicago Cubs,A+,,21,N/A,R,R
2022,93,Harry Ford,C,Seattle Mariners,AA,,21,N/A,R,R
2022,94,Miguel Vargas,3B/OF/1B,Chicago White Sox,MLB,,25,N/A,R,R
2022,95,Jose Miranda,3B/2B/1B,Minnesota Twins,MLB,,26,N/A,R,R
2022,96,Austin Wells,C,New York Yankees,MLB,,25,N/A,L,R
2022,97,Joe Ryan,RHP,Minnesota Twins,MLB,,28,N/A,R,R
2022,98,Matt Brash,RHP,Seattle Mariners,MLB,,26,N/A,R,R
2022,99,Blake Walston,LHP,Arizona Diamondbacks,MLB,,23,N/A,L,L
2022,100,Joey Wiemer,OF,Kansas City Royals,MLB,,25,N/A,R,R
2023,1,Gunnar Henderson,3B/SS,Baltimore Orioles,MLB,,23,N/A,L,R
2023,2,Corbin Carroll,OF,Arizona Diamondbacks,MLB,,24,N/A,L,L
2023,3,Francisco Alvarez,C,New York Mets,MLB,,23,N/A,R,R
2023,4,Jordan Walker,OF/3B,St. Louis Cardinals,MLB,,22,N/A,R,R
2023,5,Anthony Volpe,SS,New York Yankees,MLB,,23,N/A,R,R
2023,6,Andrew Painter,RHP,Philadelphia Phillies,AA,,21,N/A,R,R
2023,7,Grayson Rodriguez,RHP,Baltimore Orioles,MLB,,25,N/A,L,R
2023,8,Jackson Chourio,OF,Milwaukee Brewers,MLB,,20,N/A,R,R
2023,9,Marcelo Mayer,SS,Boston Red Sox,AAA,,22,N/A,L,R
2023,10,Elly De La Cruz,SS/3B,Cincinnati Reds,MLB,,23,N/A,S,R
2023,11,Jordan Lawlar,SS,Arizona Diamondbacks,MLB,,22,N/A,R,R
2023,12,Jackson Holliday,2B/SS,Baltimore Orioles,MLB,,21,N/A,L,R
2023,13,Eury Pérez,RHP,Miami Marlins,MLB,,21,N/A,R,R
2023,14,Diego Cartaya,C,Minnesota Twins,MLB,,23,N/A,R,R
2023,15,Druw Jones,OF,Arizona Diamondbacks,A,,21,N/A,R,R
2023,16,Daniel Espino,RHP,Cleveland Guardians,MLB,,24,N/A,R,R
2023,17,James Wood,OF,Washington Nationals,MLB,,22,N/A,L,R
2023,18,Kyle Harrison,LHP,San Francisco Giants,MLB,,23,N/A,R,L
2023,19,Jackson Merrill,SS/OF,San Diego Padres,MLB,,21,N/A,L,R
2023,20,Taj Bradley,RHP,Tampa Bay Rays,MLB,,23,N/A,R,R
2023,21,Brett Baty,3B/OF,New York Mets,MLB,,25,N/A,L,R
2023,22,Marco Luciano,SS,San Francisco Giants,MLB,,23,N/A,R,R
2023,23,Triston Casas,1B,Boston Red Sox,MLB,,25,N/A,L,R
2023,24,Bobby Miller,RHP,Los Angeles Dodgers,MLB,,25,N/A,L,R
2023,25,Ezequiel Tovar,SS,Colorado Rockies,MLB,,23,N/A,R,R
2023,26,Termarr Johnson,2B/SS,Pittsburgh Pirates,AA,,20,N/A,L,R
2023,27,Zac Veen,OF,Colorado Rockies,MLB,,23,N/A,L,R
2023,28,Pete Crow-Armstrong,OF,Chicago Cubs,MLB,,22,N/A,L,L
2023,29,Noelvi Marte,3B/SS,Cincinnati Reds,MLB,,23,N/A,R,R
2023,30,Sal Frelick,OF,Milwaukee Brewers,MLB,,24,N/A,L,R
2023,31,Brooks Lee,INF,Minnesota Twins,MLB,,23,N/A,S,R
2023,32,Ricky Tiedemann,LHP,Toronto Blue Jays,AAA,,22,N/A,L,L
2023,33,Curtis Mead,3B/2B,Tampa Bay Rays,MLB,,24,N/A,R,R
2023,34,Josh Jung,3B,Texas Rangers,MLB,,26,N/A,R,R
2023,35,Robert Hassell III,OF,Washington Nationals,MLB,,23,N/A,L,L
2023,36,Kevin Parada,C,New York Mets,AA,,23,N/A,R,R
2023,37,Miguel Vargas,3B/OF/1B,Chicago White Sox,MLB,,25,N/A,R,R
2023,38,Colson Montgomery,SS,Chicago White Sox,MLB,,22,N/A,L,R
2023,39,Tyler Soderstrom,C/1B,Athletics,MLB,,23,N/A,L,R
2023,40,Colton Cowser,OF,Baltimore Orioles,MLB,,24,N/A,L,R
2023,41,Evan Carter,OF,Texas Rangers,MLB,,22,N/A,L,R
2023,42,Gavin Williams,RHP,Cleveland Guardians,MLB,,25,N/A,L,R
2023,43,Hunter Brown,RHP,Houston Astros,MLB,,26,N/A,R,R
2023,44,Edwin Arroyo,SS,Cincinnati Reds,AA,,21,N/A,S,R
2023,45,Royce Lewis,SS,Minnesota Twins,MLB,,25,N/A,R,R
2023,46,Elijah Green,OF,Washington Nationals,A,,21,N/A,R,R
2023,47,Jasson Domínguez,OF,New York Yankees,MLB,,22,N/A,S,R
2023,48,Mick Abel,RHP,Philadelphia Phillies,MLB,,23,N/A,R,R
2023,49,Harry Ford,C,Seattle Mariners,AA,,21,N/A,R,R
2023,50,Masyn Winn,SS,St. Louis Cardinals,MLB,,22,N/A,R,R
2023,51,George Valera,OF,Cleveland Guardians,AAA,,24,N/A,L,L
2023,52,Oswald Peraza,SS/2B,New York Yankees,MLB,,24,N/A,R,R
2023,53,Logan O'Hoppe,C,Los Angeles Angels,MLB,,24,N/A,R,R
2023,54,Michael Busch,INF,Chicago Cubs,MLB,,27,N/A,L,R
2023,55,Endy Rodríguez,C/1B,Pittsburgh Pirates,MLB,,24,N/A,S,R
2023,56,Gavin Stone,RHP,Los Angeles Dodgers,MLB,,26,N/A,R,R
2023,57,Henry Davis,C,Pittsburgh Pirates,MLB,,25,N/A,R,R
2023,58,Cade Cavalli,RHP,Washington Nationals,MLB,,26,N/A,R,R
2023,59,Brandon Pfaadt,RHP,Arizona Diamondbacks,MLB,,26,N/A,R,R
2023,60,Quinn Priester,RHP,Boston Red Sox,MLB,,24,N/A,R,R
2023,61,Jacob Berry,OF/3B,Miami Marlins,AAA,,23,N/A,S,R
2023,62,Gavin Cross,OF,Kansas City Royals,AA,,23,N/A,L,L
2023,63,Jackson Jobe,RHP,Detroit Tigers,MLB,,22,N/A,R,R
2023,64,Bo Naylor,C,Cleveland Guardians,MLB,,24,N/A,L,R
2023,65,Tanner Bibee,RHP,Cleveland Guardians,MLB,,25,N/A,R,R
2023,66,Owen White,RHP,New York Yankees,MLB,,25,N/A,R,R
2023,67,Max Meyer,RHP,Miami Marlins,MLB,,25,N/A,L,R
2023,68,Adael Amador,2B,Colorado Rockies,MLB,,21,N/A,S,R
2023,69,Cam Collier,3B,Cincinnati Reds,A+,,20,N/A,L,R
2023,70,Ryan Pepiot,RHP,Tampa Bay Rays,MLB,,27,N/A,R,R
2023,71,Luisangel Acuña,SS/OF/2B,New York Mets,MLB,,22,N/A,R,R
2023,72,Carson Williams,SS,Tampa Bay Rays,AA,,21,N/A,R,R
2023,73,Kyle Manzardo,1B,Cleveland Guardians,MLB,,24,N/A,L,R
2023,74,Jordan Westburg,INF,Baltimore Orioles,MLB,,25,N/A,R,R
2023,75,Brayan Rocchio,SS/2B,Cleveland Guardians,MLB,,24,N/A,S,R
2023,76,Ken Waldichuk,LHP,Athletics,MLB,,27,N/A,L,L
2023,77,Tink Hence,RHP,St. Louis Cardinals,MLB,,22,N/A,R,R
2023,78,Jack Leiter,RHP,Texas Rangers,MLB,,24,N/A,R,R
2023,79,Gordon Graceffo,RHP,St. Louis Cardinals,MLB,,24,N/A,R,R
2023,80,Heston Kjerstad,OF,Baltimore Orioles,MLB,,25,N/A,L,R
2023,81,Andy Pages,OF,Los Angeles Dodgers,MLB,,24,N/A,R,R
2023,82,Chase DeLauter,OF,Cleveland Guardians,AAA,,23,N/A,L,L
2023,83,Jace Jung,3B/2B,Detroit Tigers,MLB,,24,N/A,L,R
2023,84,Drew Romo,C,Colorado Rockies,MLB,,23,N/A,S,R
2023,85,Oscar Colás,OF,Chicago White Sox,MLB,,26,N/A,L,L
2023,86,Ceddanne Rafaela,OF/SS,Boston Red Sox,MLB,,24,N/A,R,R
2023,87,Kevin Alcántara,OF,Chicago Cubs,MLB,,22,N/A,R,R
2023,88,Emmanuel Rodriguez,OF,Minnesota Twins,MLB,,21,N/A,L,L
2023,89,Zach Neto,SS,Los Angeles Angels,MLB,,24,N/A,R,R
2023,90,Joey Wiemer,OF,Kansas City Royals,MLB,,25,N/A,R,R
2023,91,Alec Burleson,OF,St. Louis Cardinals,MLB,,26,N/A,L,L
2023,92,Brennen Davis,OF,New York Yankees,AAA,,25,N/A,R,R
2023,93,Miguel Bleis,OF,Boston Red Sox,A+,,20,N/A,R,R
2023,94,Brock Porter,RHP,Texas Rangers,ROK,,21,N/A,R,R
2023,95,Wilmer Flores,RHP,Detroit Tigers,AAA,,23,N/A,R,R
2023,96,Alex Ramírez,OF,New York Mets,AAA,,22,N/A,R,R
2023,97,DL Hall,LHP,Milwaukee Brewers,MLB,,26,N/A,L,L
2023,98,Bryce Miller,RHP,Seattle Mariners,MLB,,26,N/A,R,R
2023,99,Joey Ortiz,INF,Milwaukee Brewers,MLB,,26,N/A,R,R
2023,100,Dylan Lesko,RHP,Tampa Bay Rays,A+,,21,N/A,R,R
2024,1,Jackson Holliday,2B/SS,Baltimore Orioles,MLB,,21,N/A,L,R
2024,2,Jackson Chourio,OF,Milwaukee Brewers,MLB,,20,N/A,R,R
2024,3,Paul Skenes,RHP,Pittsburgh Pirates,MLB,,22,N/A,R,R
2024,4,Junior Caminero,3B/2B,Tampa Bay Rays,MLB,,21,N/A,R,R
2024,5,Evan Carter,OF,Texas Rangers,MLB,,22,N/A,L,R
2024,6,Wyatt Langford,OF,Texas Rangers,MLB,,23,N/A,R,R
2024,7,Dylan Crews,OF,Washington Nationals,MLB,,22,N/A,R,R
2024,8,Ethan Salas,C,San Diego Padres,A+,,18,N/A,L,R
2024,9,Colson Montgomery,SS,Chicago White Sox,MLB,,22,N/A,L,R
2024,10,Walker Jenkins,OF,Minnesota Twins,AA,,19,N/A,L,R
2024,11,Jordan Lawlar,SS,Arizona Diamondbacks,MLB,,22,N/A,R,R
2024,12,Jackson Merrill,SS/OF,San Diego Padres,MLB,,21,N/A,L,R
2024,13,Max Clark,OF,Detroit Tigers,A+,,20,N/A,L,L
2024,14,James Wood,OF,Washington Nationals,MLB,,22,N/A,L,R
2024,15,Marcelo Mayer,SS,Boston Red Sox,AAA,,22,N/A,L,R
2024,16,Pete Crow-Armstrong,OF,Chicago Cubs,MLB,,22,N/A,L,L
2024,17,Samuel Basallo,C/1B,Baltimore Orioles,AAA,,20,N/A,L,R
2024,18,Brooks Lee,INF,Minnesota Twins,MLB,,23,N/A,S,R
2024,19,Colton Cowser,OF,Baltimore Orioles,MLB,,24,N/A,L,R
2024,20,Carson Williams,SS,Tampa Bay Rays,AA,,21,N/A,R,R
2024,21,Noelvi Marte,3B/SS,Cincinnati Reds,MLB,,23,N/A,R,R
2024,22,Colt Keith,3B/2B,Detroit Tigers,MLB,,23,N/A,L,R
2024,23,Kyle Harrison,LHP,San Francisco Giants,MLB,,23,N/A,R,L
2024,24,Roman Anthony,OF,Boston Red Sox,AAA,,20,N/A,L,R
2024,25,Jackson Jobe,RHP,Detroit Tigers,MLB,,22,N/A,R,R
2024,26,Cade Horton,RHP,Chicago Cubs,AAA,,23,N/A,R,R
2024,27,Andrew Painter,RHP,Philadelphia Phillies,AA,,21,N/A,R,R
2024,28,Adael Amador,2B,Colorado Rockies,MLB,,21,N/A,S,R
2024,29,Ricky Tiedemann,LHP,Toronto Blue Jays,AAA,,22,N/A,L,L
2024,30,Coby Mayo,3B/1B,Baltimore Orioles,MLB,,23,N/A,R,R
2024,31,Chase DeLauter,OF,Cleveland Guardians,AAA,,23,N/A,L,L
2024,32,Heston Kjerstad,OF,Baltimore Orioles,MLB,,25,N/A,L,R
2024,33,Jacob Misiorowski,RHP,Milwaukee Brewers,AAA,,22,N/A,R,R
2024,34,Rhett Lowder,RHP,Cincinnati Reds,MLB,,22,N/A,R,R
2024,35,Jeferson Quero,C,Milwaukee Brewers,MLB,,22,N/A,R,R
2024,36,Robby Snelling,LHP,Miami Marlins,AAA,,21,N/A,R,L
2024,37,Cole Young,SS/2B,Seattle Mariners,AA,,21,N/A,L,R
2024,38,Harry Ford,C,Seattle Mariners,AA,,21,N/A,R,R
2024,39,Marco Luciano,SS,San Francisco Giants,MLB,,23,N/A,R,R
2024,40,Kyle Teel,C,Chicago White Sox,AAA,,22,N/A,L,R
2024,41,Jasson Domínguez,OF,New York Yankees,MLB,,22,N/A,S,R
2024,42,Emmanuel Rodriguez,OF,Minnesota Twins,MLB,,21,N/A,L,L
2024,43,Masyn Winn,SS,St. Louis Cardinals,MLB,,22,N/A,R,R
2024,44,Termarr Johnson,2B/SS,Pittsburgh Pirates,AA,,20,N/A,L,R
2024,45,Jett Williams,SS/OF,New York Mets,AAA,,21,N/A,R,R
2024,46,Tyler Black,1B,Milwaukee Brewers,MLB,,24,N/A,L,R
2024,47,Owen Caissie,OF,Chicago Cubs,MLB,,22,N/A,L,R
2024,48,Brady House,3B,Washington Nationals,AAA,,21,N/A,R,R
2024,49,Mick Abel,RHP,Philadelphia Phillies,MLB,,23,N/A,R,R
2024,50,Noah Schultz,LHP,Chicago White Sox,AA,,21,N/A,L,L
2024,51,Michael Busch,INF,Chicago Cubs,MLB,,27,N/A,L,R
2024,52,Chase Dollander,RHP,Colorado Rockies,AA,,23,N/A,R,R
2024,53,Drew Gilbert,OF,New York Mets,AAA,,24,N/A,L,L
2024,54,Matt Shaw,INF,Chicago Cubs,AAA,,23,N/A,R,R
2024,55,Curtis Mead,3B/2B,Tampa Bay Rays,MLB,,24,N/A,R,R
2024,56,Dylan Lesko,RHP,Tampa Bay Rays,A+,,21,N/A,R,R
2024,57,Noble Meyer,RHP,Miami Marlins,A+,,20,N/A,R,R
2024,58,Xavier Isaac,1B,Tampa Bay Rays,AA,,21,N/A,L,L
2024,59,Kyle Manzardo,1B,Cleveland Guardians,MLB,,24,N/A,L,R
2024,60,Jace Jung,3B/2B,Detroit Tigers,MLB,,24,N/A,L,R
2024,61,Aidan Miller,SS,Philadelphia Phillies,AA,,20,N/A,R,R
2024,62,Jared Jones,RHP,Pittsburgh Pirates,MLB,,23,N/A,L,R
2024,63,Joey Ortiz,INF,Milwaukee Brewers,MLB,,26,N/A,R,R
2024,64,Tink Hence,RHP,St. Louis Cardinals,MLB,,22,N/A,R,R
2024,65,Kevin Alcántara,OF,Chicago Cubs,MLB,,22,N/A,R,R
2024,66,Luisangel Acuña,SS/OF/2B,New York Mets,MLB,,22,N/A,R,R
2024,67,Edwin Arroyo,SS,Cincinnati Reds,AA,,21,N/A,S,R
2024,68,Jacob Wilson,SS,Athletics,MLB,,22,N/A,R,R
2024,69,AJ Smith-Shawver,RHP,Atlanta Braves,MLB,,22,N/A,R,R
2024,70,Connor Phillips,RHP,Cincinnati Reds,MLB,,23,N/A,R,R
2024,71,Sebastian Walcott,SS/3B,Texas Rangers,AA,,18,N/A,R,R
2024,72,Yanquiel Fernandez,OF,Colorado Rockies,MLB,,22,N/A,L,L
2024,73,James Triantos,2B/OF,Chicago Cubs,AAA,,22,N/A,R,R
2024,74,Tommy Troy,SS,Arizona Diamondbacks,A+,,23,N/A,R,R
2024,75,Dalton Rushing,C/OF,Los Angeles Dodgers,AAA,,23,N/A,L,R
2024,76,Ceddanne Rafaela,OF/SS,Boston Red Sox,MLB,,24,N/A,R,R
2024,77,Justin Crawford,OF,Philadelphia Phillies,AA,,21,N/A,L,R
2024,78,Druw Jones,OF,Arizona Diamondbacks,A,,21,N/A,R,R
2024,79,Gabriel Gonzalez,OF,Minnesota Twins,A+,,21,N/A,R,R
2024,80,Nick Frasso,RHP,Los Angeles Dodgers,MLB,,26,N/A,R,R
2024,81,Jordan Beck,OF,Colorado Rockies,MLB,,23,N/A,R,R
2024,82,Anthony Solometo,LHP,Pittsburgh Pirates,AA,,22,N/A,L,L
2024,83,Carson Whisenhunt,LHP,San Francisco Giants,AAA,,24,N/A,L,L
2024,84,Spencer Jones,OF,New York Yankees,AA,,23,N/A,L,L
2024,85,Drew Thorpe,RHP,Chicago White Sox,MLB,,24,N/A,L,R
2024,86,Roderick Arias,SS/2B,New York Yankees,A,,20,N/A,S,R
2024,87,Colt Emerson,SS/3B,Seattle Mariners,A+,,19,N/A,L,R
2024,88,Brock Porter,RHP,Texas Rangers,ROK,,21,N/A,R,R
2024,89,Orelvis Martinez,2B/3B,Toronto Blue Jays,MLB,,23,N/A,R,R
2024,90,Hurston Waldrep,RHP,Atlanta Braves,MLB,,22,N/A,R,R
2024,91,Brayan Rocchio,SS/2B,Cleveland Guardians,MLB,,24,N/A,S,R
2024,92,Chase Hampton,RHP,New York Yankees,AA,,23,N/A,R,R
2024,93,Bubba Chandler,RHP,Pittsburgh Pirates,AAA,,22,N/A,S,R
2024,94,Blake Mitchell,C,Kansas City Royals,A+,,20,N/A,L,R
2024,95,Nolan Schanuel,1B,Los Angeles Angels,MLB,,22,N/A,L,R
2024,96,Bryce Eldridge,1B,San Francisco Giants,AAA,,20,N/A,L,R
2024,97,Ryan Clifford,1B/OF,New York Mets,AA,,21,N/A,L,L
2024,98,Chase Petty,RHP,Cincinnati Reds,AAA,,21,N/A,R,R
2024,99,Tekoah Roby,RHP,St. Louis Cardinals,MLB,,23,N/A,R,R
2024,100,Daniel Espino,RHP,Cleveland Guardians,MLB,,24,N/A,R,R
